d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1155393.89,1190580.00
2018-2019,778332.64,791561.31
2019-2020,482982.59,478845.85
2020-2021,311211.32,296407.31
2021-2022,1475716.93,1368594.06
