owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2021-2022,2945.00,2692.65
aafc-aac,2022-2023,6890.54,6165.69
csc-scc,2017-2018,43095.75,44355.40
csc-scc,2018-2019,29265.96,29726.22
csc-scc,2021-2022,68125.00,61728.46
csc-scc,2022-2023,84879.15,75538.19
ec,2022-2023,39493.93,34949.97
nrc-cnrc,2020-2021,3939.31,3711.92
nrc-cnrc,2021-2022,115046.70,107102.74
nrc-cnrc,2022-2023,669467.57,598549.17
nrcan-rncan,2019-2020,7677.17,7512.61
nrcan-rncan,2020-2021,27205.51,25908.37
pwgsc-tpsgc,2017-2018,1110449.69,1144678.07
pwgsc-tpsgc,2018-2019,747218.23,760634.57
pwgsc-tpsgc,2019-2020,480899.79,476815.00
pwgsc-tpsgc,2020-2021,333697.17,317237.64
pwgsc-tpsgc,2021-2022,1016829.97,939563.17
pwgsc-tpsgc,2022-2023,2307105.44,2060595.58
