d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,6793713.569598815
1_facilities_and_construction,2018-2019,488912.7989429949
1_facilities_and_construction,2019-2020,360723.1638509317
1_facilities_and_construction,2020-2021,278776.9056347817
11_defence,2017-2018,358397.07045694976
2_professional_services,2017-2018,1893128.6408960284
2_professional_services,2018-2019,1750613.7372879495
2_professional_services,2019-2020,2407887.043083605
2_professional_services,2020-2021,4297294.743593422
5_transportation_and_logistics,2017-2018,31114851.510732546
5_transportation_and_logistics,2018-2019,5672049.135263158
5_transportation_and_logistics,2019-2020,5780609.331677957
5_transportation_and_logistics,2020-2021,7300574.964972902
6_industrial_products_and_services,2017-2018,67576.58
6_industrial_products_and_services,2019-2020,281580.4194656489
6_industrial_products_and_services,2020-2021,30098.980534351143
9_human_capital,2017-2018,24687.109999999997
