d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,6891996.24,7105167.31
1_facilities_and_construction,2018-2019,587195.47,598968.27
1_facilities_and_construction,2019-2020,360723.16,357603.16
1_facilities_and_construction,2020-2021,278776.91,262982.16
1_facilities_and_construction,2021-2022,2007303.36,1870533.98
1_facilities_and_construction,2022-2023,1697521.50,1516307.61
11_defence,2017-2018,350434.29,361266.59
2_professional_services,2017-2018,1893128.64,1951665.52
2_professional_services,2018-2019,1750613.74,1785460.18
2_professional_services,2019-2020,2407887.04,2378598.60
2_professional_services,2020-2021,4297294.74,4091115.95
2_professional_services,2021-2022,2283595.18,2142816.43
2_professional_services,2022-2023,213026.77,190617.25
5_transportation_and_logistics,2017-2018,31114851.51,32131494.00
5_transportation_and_logistics,2018-2019,5682578.36,5791184.36
5_transportation_and_logistics,2019-2020,5780609.33,5734234.85
5_transportation_and_logistics,2020-2021,7300574.96,6943331.05
5_transportation_and_logistics,2021-2022,6543280.23,6078663.57
5_transportation_and_logistics,2022-2023,449078.41,400605.10
6_industrial_products_and_services,2017-2018,75539.36,77875.76
6_industrial_products_and_services,2019-2020,281580.42,275908.56
6_industrial_products_and_services,2020-2021,30098.98,28665.21
6_industrial_products_and_services,2022-2023,24436.25,21860.53
9_human_capital,2017-2018,24687.11,25531.02
9_human_capital,2021-2022,12893.30,12108.82
9_human_capital,2022-2023,18779.89,16632.97
