owner_org,d_fiscal_year,total
csa-asc,2017-2018,2191410.0714340033
csa-asc,2018-2019,1750613.7372879495
csa-asc,2019-2020,2178885.933083605
csa-asc,2020-2021,4371835.933218422
dfo-mpo,2017-2018,36731200.457547836
dfo-mpo,2018-2019,5702823.650040228
dfo-mpo,2019-2020,5780609.331677957
dfo-mpo,2020-2021,6625803.264972902
dnd-mdn,2017-2018,538148.226251584
dnd-mdn,2018-2019,442928.2641659248
dnd-mdn,2019-2020,435282.05331658054
dnd-mdn,2020-2021,183476.36654413285
nrc-cnrc,2017-2018,766908.6164509194
nrc-cnrc,2019-2020,275716.45
nrc-cnrc,2020-2021,24988.95
nrcan-rncan,2017-2018,24687.109999999997
pc,2018-2019,15210.02
pwgsc-tpsgc,2019-2020,160306.19
pwgsc-tpsgc,2020-2021,25869.38
tc,2020-2021,674771.7
