d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,11090142.66,11425321.86
it_consulting_services,2018-2019,9721376.10,9895346.42
it_consulting_services,2019-2020,12334694.58,12241229.35
it_consulting_services,2020-2021,8077966.83,7697418.45
it_consulting_services,2021-2022,5832352.49,5474524.17
it_software_licensing,2017-2018,1314952.69,1354941.85
it_software_licensing,2018-2019,1643945.04,1674232.06
it_software_licensing,2019-2020,957816.17,951894.58
it_software_licensing,2020-2021,925342.94,881647.27
it_software_licensing,2021-2022,1528826.36,1430565.37
