owner_org,d_fiscal_year,total,total_constant_2019_dollars
cas-satj,2020-2021,2294.67,2160.71
cas-satj,2021-2022,184923.73,146649.56
cbsa-asfc,2017-2018,2864764.36,2939224.11
cbsa-asfc,2018-2019,2553755.78,2593469.69
cbsa-asfc,2019-2020,2828584.04,2804500.68
cbsa-asfc,2020-2021,2520539.42,2396726.80
cbsa-asfc,2021-2022,1755678.49,1619924.18
ced-dec,2017-2018,82527.55,84666.11
ced-dec,2018-2019,91452.48,92831.13
ced-dec,2019-2020,107961.14,107050.05
ced-dec,2020-2021,107666.16,102355.02
cfia-acia,2018-2019,30081.31,30377.28
cfia-acia,2019-2020,262137.13,259924.96
cfia-acia,2020-2021,356551.51,338575.38
cfia-acia,2021-2022,548772.71,429285.48
cic,2018-2019,489653.18,496889.95
cic,2019-2020,716189.56,708943.10
cic,2020-2021,631015.25,597803.03
cic,2021-2022,112395.88,105048.60
cihr-irsc,2017-2018,167513.26,171854.07
cihr-irsc,2018-2019,167513.26,170118.34
cnsc-ccsn,2017-2018,467264.91,479571.22
cnsc-ccsn,2018-2019,58078.41,59296.66
csa-asc,2017-2018,318719.11,326867.22
csa-asc,2018-2019,382256.34,388210.16
csa-asc,2019-2020,440785.15,436508.79
csa-asc,2020-2021,594887.35,565429.19
csa-asc,2021-2022,201544.86,148612.97
dfatd-maecd,2017-2018,1921000.00,1968159.41
dfatd-maecd,2019-2020,191324.90,187404.08
dfatd-maecd,2020-2021,1384340.37,1315599.75
dfatd-maecd,2021-2022,1708635.27,1409277.20
dfo-mpo,2017-2018,16504.75,16933.49
dnd-mdn,2017-2018,1958653.91,2008328.76
dnd-mdn,2018-2019,2354359.37,2390772.26
dnd-mdn,2019-2020,2780664.61,2759917.03
dnd-mdn,2020-2021,2163209.90,2056396.11
dnd-mdn,2021-2022,2821547.02,2303541.02
ec,2019-2020,247664.35,245574.32
ec,2020-2021,246987.67,234803.84
ec,2021-2022,559495.63,405683.86
elections,2017-2018,498761.91,511686.46
elections,2018-2019,922363.92,936766.51
elections,2019-2020,694308.89,688449.64
elections,2020-2021,279766.59,265965.79
esdc-edsc,2017-2018,4953360.21,5080581.82
esdc-edsc,2018-2019,5897568.17,5986873.86
esdc-edsc,2019-2020,7657713.98,7604396.12
esdc-edsc,2020-2021,2736668.56,2600420.16
esdc-edsc,2021-2022,1918342.27,1541425.85
hc-sc,2020-2021,11992.68,11403.20
nrc-cnrc,2017-2018,181596.42,186302.17
nrcan-rncan,2017-2018,823789.96,845137.06
nrcan-rncan,2018-2019,613961.31,623509.32
ocol-clo,2017-2018,13797.00,14122.22
pch,2017-2018,63963.84,65621.35
tbs-sct,2017-2018,283279.24,290518.60
tbs-sct,2018-2019,348472.52,353891.78
tbs-sct,2019-2020,159071.60,157729.20
tbs-sct,2020-2021,867617.65,824656.23
tbs-sct,2021-2022,1427156.31,1116413.90
