d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,299340.3316032953
1_facilities_and_construction,2018-2019,478338.0501584284
1_facilities_and_construction,2019-2020,429191.05333384307
1_facilities_and_construction,2020-2021,575725.7788148068
10_office_management,2017-2018,24600
2_professional_services,2017-2018,562784.7762807864
2_professional_services,2018-2019,1501167.481190549
2_professional_services,2019-2020,2315264.5089453906
2_professional_services,2020-2021,1238233.3984829707
6_industrial_products_and_services,2017-2018,20479.14597815293
6_industrial_products_and_services,2018-2019,20479.14597815293
6_industrial_products_and_services,2019-2020,25929.493545183712
9_human_capital,2017-2018,260761.2862211219
9_human_capital,2018-2019,310423.15803194506
9_human_capital,2019-2020,104315.51540382783
9_human_capital,2020-2021,122692.06896802601
NA,2018-2019,22000
