d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,130124.96694776934
1_facilities_and_construction,2018-2019,186257.3056311208
1_facilities_and_construction,2019-2020,186767.59961915127
1_facilities_and_construction,2020-2021,186257.3056311208
11_defence,2017-2018,1254945.3
11_defence,2018-2019,2604578.28
11_defence,2019-2020,1623095.7
11_defence,2020-2021,3135531.9
5_transportation_and_logistics,2017-2018,134910.5625
5_transportation_and_logistics,2018-2019,202643.4375
5_transportation_and_logistics,2019-2020,203198.625
5_transportation_and_logistics,2020-2021,67732.875
6_industrial_products_and_services,2019-2020,32077.82
