d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,2882300.2326642335
11_defence,2018-2019,1671617.1806569342
11_defence,2019-2020,1263350
2_professional_services,2017-2018,4637677.268261389
2_professional_services,2018-2019,4272647.711232047
2_professional_services,2019-2020,5120768.058694506
2_professional_services,2020-2021,3854694.708382453
3_information_technology,2017-2018,4278820.767018648
3_information_technology,2018-2019,4037471.743625704
3_information_technology,2019-2020,5327125.538862179
3_information_technology,2020-2021,7034300.913085545
6_industrial_products_and_services,2017-2018,11369.25
