d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,3726997.22,3460326.73
11_defence,2017-2018,7655913.51,7890561.43
11_defence,2018-2019,5635585.88,5741938.50
11_defence,2019-2020,5938562.77,5883237.87
11_defence,2020-2021,3672490.30,3498729.40
11_defence,2021-2022,1715607.85,1605398.99
2_professional_services,2018-2019,102393.65,103338.27
2_professional_services,2019-2020,204264.60,203910.29
3_information_technology,2017-2018,4530016.13,4668275.10
3_information_technology,2018-2019,4243757.11,4318494.08
3_information_technology,2019-2020,5568416.23,5511841.70
3_information_technology,2020-2021,7216505.32,6880474.26
3_information_technology,2021-2022,7690079.58,7190675.84
