d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,566575.16,584138.91
it_consulting_services,2018-2019,527137.24,536222.74
it_consulting_services,2019-2020,1790554.49,1769081.32
it_consulting_services,2020-2021,3694971.08,3515791.33
it_consulting_services,2021-2022,4004484.86,3726367.81
it_consulting_services,2022-2023,2256136.92,2020656.77
it_devices_equipment,2019-2020,183921.23,182454.09
it_software_licensing,2017-2018,3963440.97,4085363.53
it_software_licensing,2018-2019,3716619.87,3786024.42
it_software_licensing,2019-2020,3589511.92,3556866.29
it_software_licensing,2020-2021,3477846.85,3312227.10
it_software_licensing,2021-2022,4071497.26,3767205.90
it_software_licensing,2022-2023,3101924.76,2774573.84
