owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,264615.97,271473.03
aafc-aac,2018-2019,279540.48,283887.75
aafc-aac,2019-2020,127386.04,126311.03
aafc-aac,2020-2021,57080.08,54290.35
cra-arc,2020-2021,525436.27,496243.18
cra-arc,2021-2022,1045385.66,860918.47
csa-asc,2017-2018,36941.75,37812.54
csa-asc,2018-2019,40971.75,41861.64
csa-asc,2019-2020,79620.19,78496.43
csc-scc,2017-2018,294962.80,302658.67
csc-scc,2018-2019,183921.23,186781.48
csc-scc,2019-2020,183921.23,182369.12
csc-scc,2020-2021,189439.13,180421.93
csc-scc,2021-2022,46417.24,29905.61
dfatd-maecd,2017-2018,11369.25,11647.81
dfatd-maecd,2018-2019,32683.94,33041.32
dfatd-maecd,2019-2020,9389.08,9390.80
dfo-mpo,2017-2018,105613.31,108397.66
dfo-mpo,2018-2019,158640.45,161050.67
dfo-mpo,2019-2020,254594.48,251863.23
dfo-mpo,2020-2021,96111.82,91370.65
dfo-mpo,2021-2022,190575.00,0.00
dnd-mdn,2017-2018,7655913.51,7854303.27
dnd-mdn,2018-2019,5635585.88,5726051.66
dnd-mdn,2019-2020,5938562.77,5880723.08
dnd-mdn,2020-2021,3672490.30,3494028.98
dnd-mdn,2021-2022,5442605.08,3973197.04
ec,2017-2018,112818.07,115740.56
ec,2018-2019,11228.53,11339.00
ec,2019-2020,324417.21,319697.64
ec,2020-2021,2388.81,2254.99
ec,2021-2022,209468.25,156180.20
elections,2017-2018,30149.51,30930.78
elections,2018-2019,30947.67,31428.75
elections,2019-2020,31349.67,31081.79
elections,2020-2021,32363.11,30762.44
elections,2021-2022,25453.07,23842.07
esdc-edsc,2017-2018,80441.74,82562.48
hc-sc,2018-2019,24860.00,25129.07
hc-sc,2019-2020,1202166.94,1185813.34
hc-sc,2020-2021,1934675.71,1839135.83
hc-sc,2021-2022,1966520.62,1525631.99
irb-cisr,2020-2021,251549.96,240027.78
irb-cisr,2021-2022,26340.49,24906.55
nrc-cnrc,2017-2018,311851.99,320083.51
nrc-cnrc,2018-2019,345173.53,350064.10
nrc-cnrc,2019-2020,234947.30,232756.46
nrc-cnrc,2020-2021,263132.99,250064.54
nrc-cnrc,2021-2022,318373.17,250490.61
nrcan-rncan,2017-2018,60900.51,62478.64
nrcan-rncan,2018-2019,158701.72,160460.60
nrcan-rncan,2020-2021,223823.62,212458.22
nrcan-rncan,2021-2022,107238.24,85049.75
oci-bec,2017-2018,78946.23,80995.50
oic-ci,2017-2018,8754.03,8960.38
oic-ci,2018-2019,15705.75,16046.87
pch,2019-2020,141956.25,139922.59
pch,2021-2022,78012.11,55771.67
ppsc-sppc,2017-2018,136985.16,140406.63
ppsc-sppc,2018-2019,70659.48,71703.40
ppsc-sppc,2019-2020,107992.60,108087.54
ps-sp,2019-2020,75243.23,73422.30
ps-sp,2020-2021,742264.26,705648.57
ps-sp,2021-2022,742264.26,580647.07
pwgsc-tpsgc,2017-2018,2569237.99,2635815.35
pwgsc-tpsgc,2018-2019,2569237.99,2609193.44
pwgsc-tpsgc,2019-2020,2576276.99,2554535.86
pwgsc-tpsgc,2020-2021,2569237.99,2442498.20
pwgsc-tpsgc,2021-2022,2569237.99,2009823.99
ssc-spc,2017-2018,276739.26,283569.93
ssc-spc,2018-2019,142521.25,144301.56
ssc-spc,2019-2020,142521.25,141318.52
ssc-spc,2020-2021,146797.17,139555.71
tbs-sct,2017-2018,94086.93,96419.16
tbs-sct,2018-2019,161228.77,163736.12
tbs-sct,2019-2020,161670.50,160306.16
tbs-sct,2020-2021,161228.77,153275.40
tbs-sct,2021-2022,161228.77,126123.57
tc,2017-2018,55601.65,56912.30
tc,2018-2019,83903.21,84736.23
tc,2019-2020,119227.87,117942.86
vac-acc,2018-2019,36225.00,36581.42
vac-acc,2020-2021,20975.63,19975.08
vac-acc,2021-2022,156908.92,118957.30
