d_most_recent_category,d_fiscal_year,total
10_office_management,2018-2019,10823.4
10_office_management,2020-2021,20769
11_defence,2017-2018,136581.90653777777
11_defence,2018-2019,2669387.7869449146
11_defence,2019-2020,130400.57253784397
11_defence,2020-2021,545054.44
3_information_technology,2017-2018,1754703.9465302124
3_information_technology,2018-2019,2056002.9011231307
3_information_technology,2019-2020,3187131.3397517977
3_information_technology,2020-2021,3127508.2916317843
6_industrial_products_and_services,2017-2018,969287.9634742829
6_industrial_products_and_services,2018-2019,1090384.4505050506
6_industrial_products_and_services,2019-2020,449469.90617956355
6_industrial_products_and_services,2020-2021,1836667.5696181022
8_security_and_protection,2017-2018,260069.24089641267
8_security_and_protection,2018-2019,244624.7776820187
8_security_and_protection,2019-2020,675.5930555555556
9_human_capital,2017-2018,34479.19
9_human_capital,2018-2019,68921.27
9_human_capital,2019-2020,66429.62
