d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2018-2019,10823.40,10924.51
10_office_management,2020-2021,20769.00,19619.01
11_defence,2017-2018,136581.91,140764.07
11_defence,2018-2019,2669387.79,2704286.46
11_defence,2019-2020,130400.57,130454.81
11_defence,2020-2021,545054.44,521443.94
11_defence,2021-2022,153512.27,139477.40
11_defence,2022-2023,1709677.60,1524251.86
3_information_technology,2017-2018,1754703.95,1809819.22
3_information_technology,2018-2019,2056002.90,2096561.37
3_information_technology,2019-2020,3187131.34,3126814.88
3_information_technology,2020-2021,3127508.29,2961627.23
3_information_technology,2021-2022,1031907.01,959578.32
3_information_technology,2022-2023,1144840.82,1021642.60
4_medical,2021-2022,12686.63,11468.51
6_industrial_products_and_services,2017-2018,969287.96,998933.99
6_industrial_products_and_services,2018-2019,1090384.45,1112834.92
6_industrial_products_and_services,2019-2020,449469.91,442555.60
6_industrial_products_and_services,2020-2021,1836667.57,1741257.31
6_industrial_products_and_services,2021-2022,2084478.14,1941263.91
6_industrial_products_and_services,2022-2023,632218.90,567546.82
8_security_and_protection,2017-2018,260069.24,267887.40
8_security_and_protection,2018-2019,244624.78,250745.11
8_security_and_protection,2019-2020,675.59,677.68
8_security_and_protection,2021-2022,253866.92,229655.44
9_human_capital,2017-2018,34479.19,35463.86
9_human_capital,2018-2019,68921.27,70379.10
9_human_capital,2019-2020,66429.62,65829.79
