owner_org,d_fiscal_year,total
dfatd-maecd,2017-2018,55172.25
dfatd-maecd,2019-2020,12815.51
dfatd-maecd,2020-2021,716872
dnd-mdn,2017-2018,91978.56602053638
dnd-mdn,2018-2019,129783.67195195195
dnd-mdn,2019-2020,88993.46804804805
dnd-mdn,2020-2021,27519.205206611572
ec,2019-2020,16872.62
nrcan-rncan,2017-2018,24415.91
nrcan-rncan,2019-2020,59950.43373392957
nrcan-rncan,2020-2021,153486.81713247622
oag-bvg,2019-2020,27538.480000000003
rcmp-grc,2017-2018,913902.6240815027
rcmp-grc,2018-2019,1175571.5048312782
rcmp-grc,2019-2020,2736313.329793058
rcmp-grc,2020-2021,2950822.4467778006
tc,2019-2020,24612.34
