d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,627970.40,646946.14
it_consulting_services,2018-2019,228115.43,231685.20
it_consulting_services,2019-2020,353628.08,350255.77
it_consulting_services,2020-2021,756972.01,722037.81
it_consulting_services,2021-2022,656276.28,614041.91
it_devices_equipment,2017-2018,354604.14,365320.59
it_devices_equipment,2018-2019,209863.38,212175.66
it_devices_equipment,2019-2020,872065.23,864164.60
it_devices_equipment,2020-2021,534518.22,509327.15
it_devices_equipment,2021-2022,288147.64,272517.21
it_other,2018-2019,68122.74,69166.59
it_other,2019-2020,116286.11,115750.95
it_other,2020-2021,14573.90,13734.37
it_other,2021-2022,27756.91,25238.54
it_software_licensing,2017-2018,1062935.92,1095563.62
it_software_licensing,2018-2019,1280374.51,1303868.58
it_software_licensing,2019-2020,1628253.32,1628340.33
it_software_licensing,2020-2021,738293.96,701922.29
it_software_licensing,2021-2022,700921.09,661712.44
