d_vendor_name,overall_total
MICROSOFT CANADA,1466501.1199999999
ANTHONY MACAULEY ASSOCIATES,1444206.5051013003
BELL CANADA,1286470.5
SKYRIDGE SYSTEMS,492725.0138067061
CDW CANADA,476875.47000000003
ORACLE CANADA,382506.76
ADVANCED CHIPPEWA TECHNOLOGIES,382159.8910434783
CONFERENCE BOARD OF CANADA,378044
A V BRUCE ASSOCIATES,359846.25627055106
IVAN S CAMERA 2017,343405.79
NORTHERN MICRO,265166.2
CANADIAN CORPS OF COMMISSIONAIRES,253389.69
INFO TECH RESEARCH GROUP,212335.3698630137
SOFTCHOICE,184152.13
EPERFORMANCE,174223.83
EUROMONITOR INTERNATIONAL,173816.6798630137
NISHA TECHONOLOGIES,168319.62
PROSCI CANADA,168139.2
ANTHONY MACAULEY ASSOCIATES VICTORIA,166274.28
AERIC,162832.9088517089
SUBARU CANADA,150578.14
MARKETACCESS COMMUNICATIONS,143115.11355311357
GENERAL MOTORS,134062.41
HYPERTEC,130094.49
METRIX RESEARCH,119994.56666666667
ROGERS,119000
M5 MARKETING COMMUNICATIONS,112951.28
NORTHEN MICROPUBLISHING,111599.30999999998
CISION CANADA,111017.93304564613
DONNA CONA,108079.88
CANON,104101.79906043014
POWER ADVISORY,99750
ARSENAULT RON,96732.6159671533
OUTREACH PRODUCTIONS,93154.9
UNIVERSITE SAINTE ANNE HALIFAX,91377.28813559322
MATRIX RESEARCH,88499.5347565923
NISSAN CANADA,84910.25
UNIVERSITE SAINTE ANNE,81455
ACCENTURE,80500
CPCS TRANSCOM,80247
EQUIFAX CANADA,79379.01438990183
PURESPIRIT SOLUTIONS,75944.53
MADCAP SOFTWARE,74169.39295597485
INNVEST HOTELS XV,73893.83
HUMANSCALE CANADA,72474.25
TOYOTA CANADA,71073.45999999999
CLARK ROGER B,69676.20437956204
NORTHERN MICROPUBLISHING,65607.3
THE D B COMPANIES OF CANADA,64411.899999999994
ATLANTIC BUSINESS INTERIORS,64264.799999999996
SDL INTERNATIONAL CANADA,60687.38
KELLY SERVICES CANADA,57638.01174846626
SHARP ELECTRONICS,56992.41113250009
ONEPLACE SOLUTIONS,53136.24178082192
GLOBAL UPHOLSTERY,52667.37
KPMG,52414.682835820895
PUROLATOR,51750
PRIORITY PERSONNEL,50425.2
ACSP MANAGEMENT,50262.29766092475
3627730 CANADA DBA FREEMAN AUDIO VISUAL,49398.649999999994
PORTFOLIO,47983.75
MONTANA HR SERVICES,47803.08641975308
CANON CANADA S BUSINESS SYSTEM SOLUTIONS,47602.06077158839
C LEVEL EXECUTIVE SOLUTIONS,47192.13435714285
MISTRAL COMMUNICATION,47161.76636363636
KONICA MINOLTA BUSINESS SOLUTIONS CANADA,46969.889589490966
PGF CONSULTANTS,46258.75
YOUNG JAMES,45985.43795620438
RAYMOND CHABOT GRANT THORNTON CONSULTING,44505
ENCORE BUSINESS SOLUTIONS,42693.75
THINKPOINT,42222.25
MANPOWER SERVICES CANADA,40178.7
ORANGUTECH,39847.5
HUDSON DESIGN GROUP,38364
KISSERUP INTERNATIONAL TRADE ROOTS,34356.25
KONICA MINOLTA BUSINESS SOLUTION CANADA,34148.1
HAWORTH,33805.21
BROAD REACH STRATEGIES,33350
GRAND TOY,31050
ALLIANCE FRANCAISE DE MONCTON,30100
MACPHERSON ROCHE SMITH ASSOCIATES,29525
DELL COMPUTER,28244
ICA ASSOCIATES,26220
ODDI CONSULTING GROUP,25950
IVAN S CAMERA,25478.55
SHIFTCENTRAL,25000.000000000004
BUROVISION,24999.85
ATLANTIC PROVINCES ECONOMIC COUNCIL,24975
LEE HECHT HARRISON KNIGHTSBRIDGE,24897.5
PHOENIX STRATEGIC PERSPECTIVE,24869.039999999997
JENNIFER DIMOFF CONSULTING,24775
DELOITTE AND TOUCHE,24725
HUDDLE,24725
"NATIONAL PUBLIC RELATIONS",24678.51
SAMSON ASSOCIATES CPA CONSULTING,24437.5
LES CONSULTATIONS JULAUX CONSULTANTS,24288
PORTFOLIO MARKETING,24135.79411764706
STEELCASE CANADA,24130.12
MATSON DRISCOLL DAMICO,24058
HUDDLE TODAY,23402.5
