d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,7035.033543307087
1_facilities_and_construction,2018-2019,6502.076456692913
10_office_management,2017-2018,245966.2342106877
10_office_management,2018-2019,177191.6452600267
10_office_management,2019-2020,361513.8274244629
10_office_management,2020-2021,527988.0808327454
2_professional_services,2017-2018,702893.0308741105
2_professional_services,2018-2019,524380.7931812515
2_professional_services,2019-2020,717303.3418968132
2_professional_services,2020-2021,933085.3526017473
3_information_technology,2017-2018,1945757.2230965581
3_information_technology,2018-2019,1664029.2322183007
3_information_technology,2019-2020,2794271.6906573777
3_information_technology,2020-2021,1720981.290722005
5_transportation_and_logistics,2017-2018,151491.23
5_transportation_and_logistics,2018-2019,244577.42
5_transportation_and_logistics,2019-2020,48232.15
5_transportation_and_logistics,2020-2021,71073.45999999999
6_industrial_products_and_services,2019-2020,72474.25
9_human_capital,2017-2018,145404.0771100098
9_human_capital,2018-2019,220679.2976234478
9_human_capital,2019-2020,303675.21462285635
9_human_capital,2020-2021,461282.2364656804
