d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3198546.83,3295549.01
2018-2019,2836431.01,2883348.15
2019-2020,4306602.29,4282639.54
2020-2021,3728347.42,3549601.90
2021-2022,3716067.63,3481160.44
