d_vendor_name,overall_total
ANTHONY MACAULEY ASSOCIATES,2537705.25
MICROSOFT CANADA,1742532.75
BELL CANADA,1286470.50
ORACLE CANADA,747184.26
CDW CANADA,598177.47
NORTHERN MICRO,432011.84
IVAN S CAMERA,403339.48
ADVANCED CHIPPEWA TECHNOLOGIES,388937.67
CONFERENCE BOARD OF CANADA,378044.00
CANADIAN CORPS OF COMMISSIONAIRES,364668.17
THINKPOINT,360106.43
INFO TECH RESEARCH GROUP,341661.73
LIONBRIDGE,234789.71
CISION CANADA,232731.28
ATLANTIC BUSINESS INTERIORS,214856.94
LANGUAGE MARKETPLACE,209764.64
GENERAL MOTORS,209019.41
SOFTCHOICE,184152.13
NISHA TECHONOLOGIES,178623.67
EPERFORMANCE,174223.83
PROSCI CANADA,168139.20
KONICA MINOLTA BUSINESS SOLUTIONS,156850.31
SUBARU CANADA,150578.14
UNIVERSITE SAINTE ANNE,146480.89
MNP,144091.25
HYPERTEC,130094.49
CANON,126277.95
ROGERS,119000.00
RAYMOND CHABOT GRANT THORNTON,113217.50
DONNA CONA,108079.88
SHARP ELECTRONICS,105466.58
PURESPIRIT SOLUTIONS,100928.28
OXFORD ECONOMICS USA,98467.59
KPMG,85588.75
NISSAN CANADA,84910.25
PLEIAD CANADA,84524.72
ACCENTURE,80500.00
CPCS TRANSCOM,80247.00
PROMAXIS,80000.00
HUMANSCALE CANADA,72474.25
TOYOTA,71073.46
ORANGUTECH,69517.50
SDL INTERNATIONAL CANADA,67339.11
PUROLATOR,64975.00
GLOBAL UPHOLSTERY,52667.37
DYNABOOK CANADA,49983.69
AVI SPL,44492.89
KIA CANADA,42674.20
D2L,40745.90
"NATIONS TRANSLATION GROUP",40000.00
FORD MOTOR COMPANY,37529.10
VIDCRUITER,33925.00
HAWORTH,33805.21
FERENCE COMPANY CONSULTING,31280.00
GRAND TOY,31050.00
DELL COMPUTER,28244.00
CARAHSOFT TECHNOLOGY,26499.00
PRA,24901.81
DELOITTE,24725.00
SAMSON ASSOCIES,24437.50
INSIGHT SOFTWARE CANADA,24140.92
SOLOTECH,21276.02
GOSS GILROY,16315.63
PHASELOCK SYSTEMS INTERNATIONAL,16083.90
XEROX,15114.57
OPENTEXT,14950.00
QUANTUM MANAGEMENT SERVICES,13998.09
RICOH,10061.99
IRON MOUNTAIN,10041.75
