d_fiscal_year,total,total_constant_2019_dollars
2017-2018,11186662.10,11533554.05
2018-2019,3455861.36,3519733.71
2019-2020,682265.58,672914.13
2020-2021,735548.82,700928.97
2021-2022,335969.47,311827.23
