d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,9339812.33,9582401.61
1_facilities_and_construction,2018-2019,3426610.14,3480642.47
1_facilities_and_construction,2019-2020,646611.04,637666.20
1_facilities_and_construction,2020-2021,519706.65,493556.01
1_facilities_and_construction,2021-2022,270934.47,249934.30
2_professional_services,2017-2018,38573.72,39525.85
2_professional_services,2018-2019,29251.22,29564.51
2_professional_services,2019-2020,10512.95,10371.32
2_professional_services,2020-2021,1062.84,1000.79
2_professional_services,2021-2022,31762.94,29431.45
3_information_technology,2017-2018,20469.53,21040.43
6_industrial_products_and_services,2017-2018,1787806.53,1836285.78
6_industrial_products_and_services,2019-2020,24677.68,24123.51
6_industrial_products_and_services,2020-2021,203027.03,192434.27
6_industrial_products_and_services,2021-2022,33272.06,30051.33
8_security_and_protection,2019-2020,463.91,452.68
8_security_and_protection,2020-2021,11752.29,11169.65
