d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,9339812.325834997
1_facilities_and_construction,2018-2019,3426610.1400400456
1_facilities_and_construction,2019-2020,646611.0424354774
1_facilities_and_construction,2020-2021,519706.6469559125
2_professional_services,2017-2018,59043.25
2_professional_services,2018-2019,29251.219999999998
2_professional_services,2019-2020,10512.949999999999
2_professional_services,2020-2021,1062.8449131513648
6_industrial_products_and_services,2017-2018,1787806.5255529955
6_industrial_products_and_services,2019-2020,24677.679999999997
6_industrial_products_and_services,2020-2021,203027.03
8_security_and_protection,2019-2020,463.906329113924
8_security_and_protection,2020-2021,11752.293670886076
