owner_org,d_fiscal_year,total,total_constant_2019_dollars
csa-asc,2018-2019,466131.13,471735.60
csa-asc,2019-2020,86856.73,87172.65
pc,2020-2021,641523.19,610795.47
pc,2021-2022,1283046.38,1212671.71
pwgsc-tpsgc,2021-2022,20145.98,18318.15
