d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1141347.33,1176124.31
1_facilities_and_construction,2018-2019,847577.75,863886.71
1_facilities_and_construction,2019-2020,929852.57,921960.64
1_facilities_and_construction,2020-2021,860792.93,818942.43
1_facilities_and_construction,2021-2022,1377360.90,1274791.47
1_facilities_and_construction,2022-2023,2380579.80,2129746.80
2_professional_services,2017-2018,658196.15,677663.42
2_professional_services,2018-2019,1180788.08,1203457.29
2_professional_services,2019-2020,1173134.07,1163776.00
2_professional_services,2020-2021,1169928.78,1114147.38
2_professional_services,2021-2022,973365.06,904971.80
2_professional_services,2022-2023,972825.05,870487.93
