normalized_vendor_name,original_vendor_name
CANADIAN DEVELOPMENT CONSULTANTS,Canadian Development Consultants
CANADIAN DEVELOPMENT CONSULTANTS,CANADIAN DEVELOPMENT CONSULTANTS
