owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2017-2018,3385905.61,3486519.69
aandc-aadnc,2018-2019,1227016.06,1247282.97
aandc-aadnc,2019-2020,345496.72,342991.55
aandc-aadnc,2020-2021,58010.38,55409.14
aandc-aadnc,2021-2022,76773.06,71841.24
dnd-mdn,2017-2018,6810.60,6998.28
dnd-mdn,2018-2019,621467.33,632827.12
dnd-mdn,2019-2020,304774.39,305157.16
isc-sac,2018-2019,10381.35,10469.88
jus,2017-2018,1308913.93,1349031.15
jus,2019-2020,690471.96,681625.09
jus,2020-2021,996135.43,949690.08
jus,2021-2022,308392.61,293420.76
nrcan-rncan,2017-2018,85009.57,87641.18
