d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,6810.600875912409
1_facilities_and_construction,2018-2019,621467.3299270073
1_facilities_and_construction,2019-2020,304774.3891970803
2_professional_services,2017-2018,3470915.184690396
2_professional_services,2018-2019,1237397.4087238584
2_professional_services,2019-2020,345496.72129321384
2_professional_services,2020-2021,58010.381340938184
3_information_technology,2017-2018,1308913.9344262294
3_information_technology,2019-2020,690471.9562243501
3_information_technology,2020-2021,996135.4309165525
