owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,1700281.83,1741181.79
dfo-mpo,2018-2019,1143132.59,1158947.01
dfo-mpo,2019-2020,1043756.97,1023076.77
dfo-mpo,2020-2021,435667.03,413083.52
dfo-mpo,2021-2022,342143.88,3018.44
dnd-mdn,2017-2018,5531.81,5675.16
dnd-mdn,2018-2019,180471.64,182420.16
dnd-mdn,2019-2020,19475.36,19544.60
dnd-mdn,2021-2022,356500.00,0.00
ic,2021-2022,492952.39,347112.98
pc,2018-2019,74865.00,75645.82
pc,2019-2020,68161.80,66657.85
pc,2020-2021,26772.38,25209.36
pc,2021-2022,39843.83,0.00
pwgsc-tpsgc,2020-2021,178036.71,168005.95
pwgsc-tpsgc,2021-2022,649147.26,506062.08
tc,2017-2018,235265.86,241143.88
tc,2018-2019,1049498.39,1062567.14
tc,2019-2020,2310073.94,2290579.29
tc,2020-2021,2095367.82,1992211.16
tc,2021-2022,2814746.71,2152429.52
