d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,5531.81129476584
1_facilities_and_construction,2018-2019,748192.3897022671
1_facilities_and_construction,2019-2020,1943417.8881180002
1_facilities_and_construction,2020-2021,2028225.6573932439
2_professional_services,2017-2018,501086.87020964356
2_professional_services,2018-2019,744970.797966457
2_professional_services,2019-2020,685342.9301016771
2_professional_services,2020-2021,490219.53562252864
5_transportation_and_logistics,2017-2018,72750.84
6_industrial_products_and_services,2017-2018,1361709.9800000002
6_industrial_products_and_services,2018-2019,910169.4400000001
6_industrial_products_and_services,2019-2020,812707.25
6_industrial_products_and_services,2020-2021,196923.75
9_human_capital,2018-2019,44635
9_human_capital,2020-2021,20475
