d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,671110.87,691855.63
it_consulting_services,2018-2019,671110.87,683971.46
it_consulting_services,2019-2020,672949.53,667581.43
it_consulting_services,2020-2021,682818.78,650353.02
it_consulting_services,2021-2022,696162.72,647240.35
it_consulting_services,2022-2023,696162.72,622929.32
it_software_licensing,2017-2018,325945.41,336062.42
it_software_licensing,2018-2019,271807.78,277016.47
it_software_licensing,2019-2020,272552.46,270378.31
it_software_licensing,2020-2021,271807.78,258848.17
it_software_licensing,2021-2022,11170.18,10578.11
