d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2018-2019,110037.20,111455.95
2_professional_services,2019-2020,66842.51,66350.69
2_professional_services,2020-2021,23449.79,22293.02
2_professional_services,2021-2022,43251.29,40111.38
3_information_technology,2017-2018,13285.40,13629.64
3_information_technology,2018-2019,13358.60,13566.34
3_information_technology,2019-2020,11199.50,10994.26
3_information_technology,2020-2021,24167.75,22959.34
9_human_capital,2017-2018,328620.35,336996.23
9_human_capital,2018-2019,422495.74,428828.08
9_human_capital,2019-2020,767042.64,757946.41
9_human_capital,2020-2021,886374.75,841975.95
9_human_capital,2021-2022,842474.72,779872.45
