owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2019-2020,10897.50,10659.20
aafc-aac,2020-2021,29568.14,28251.37
aafc-aac,2021-2022,28209.46,26806.92
aandc-aadnc,2018-2019,32015.25,32489.10
aandc-aadnc,2019-2020,12030.00,11981.86
cbsa-asfc,2017-2018,20448.41,21031.57
cbsa-asfc,2018-2019,9542.59,9786.12
cbsa-asfc,2019-2020,57491.55,56401.05
cbsa-asfc,2020-2021,29155.50,27850.96
cfia-acia,2017-2018,7696.62,7912.51
cfia-acia,2018-2019,3671.38,3765.07
cic,2020-2021,7255.35,6881.28
cic,2021-2022,17374.65,16554.71
cihr-irsc,2017-2018,11481.00,11845.71
cihr-irsc,2021-2022,12046.00,11315.91
cnsc-ccsn,2018-2019,16086.00,16358.30
cra-arc,2018-2019,13192.31,13304.82
cra-arc,2019-2020,46501.28,45758.74
cra-arc,2020-2021,25888.91,24553.68
csc-scc,2021-2022,55960.00,51885.75
dfatd-maecd,2017-2018,13157.48,13556.91
dfatd-maecd,2018-2019,19220.41,19602.13
dfatd-maecd,2019-2020,35272.76,34592.12
dfatd-maecd,2020-2021,43556.15,41468.64
dfatd-maecd,2021-2022,39604.84,37026.62
dnd-mdn,2017-2018,42366.97,43705.12
dnd-mdn,2018-2019,7071.88,7169.61
dnd-mdn,2019-2020,25440.29,25162.28
dnd-mdn,2020-2021,34847.77,33186.89
dnd-mdn,2021-2022,63219.31,58812.72
ec,2017-2018,28503.95,29356.15
ec,2018-2019,110146.34,111902.71
ec,2019-2020,173975.38,171842.22
ec,2020-2021,198792.45,189882.17
ec,2021-2022,131799.62,122878.77
esdc-edsc,2017-2018,2029.49,2093.73
esdc-edsc,2018-2019,14885.99,15252.24
esdc-edsc,2019-2020,14821.50,14656.50
hc-sc,2017-2018,14702.40,15107.56
hc-sc,2018-2019,25682.60,26158.75
hc-sc,2019-2020,45129.14,44837.28
hc-sc,2020-2021,12756.06,12021.25
ic,2019-2020,25497.42,24989.89
ic,2020-2021,2118.76,1996.71
ic,2021-2022,25119.00,23077.70
irb-cisr,2019-2020,11204.00,11190.48
isc-sac,2018-2019,8154.74,8285.88
isc-sac,2019-2020,3815.26,3823.49
isc-sac,2020-2021,13679.85,12992.91
isc-sac,2021-2022,49437.08,46261.29
nrc-cnrc,2019-2020,10301.26,10055.88
nrc-cnrc,2020-2021,21890.18,20800.12
nrcan-rncan,2017-2018,21860.55,22591.87
nrcan-rncan,2018-2019,39182.70,39724.71
nrcan-rncan,2019-2020,73566.43,73036.00
nrcan-rncan,2020-2021,80007.63,76207.93
nrcan-rncan,2021-2022,14534.50,13575.37
oag-bvg,2018-2019,0.00,0.00
oag-bvg,2019-2020,24600.00,24523.61
oag-bvg,2020-2021,0.00,0.00
oag-bvg,2021-2022,41199.00,38333.57
opc-cpvp,2019-2020,24827.17,24480.25
opc-cpvp,2020-2021,3238.33,3051.78
pc,2017-2018,11928.28,12291.84
pc,2018-2019,5849.45,5991.52
pch,2017-2018,12955.37,13352.45
pch,2021-2022,11921.95,11153.84
pco-bcp,2017-2018,11232.00,11541.52
ps-sp,2017-2018,18565.75,19210.91
ps-sp,2018-2019,9555.22,9687.27
ps-sp,2019-2020,2148.78,2156.60
pwgsc-tpsgc,2017-2018,31712.90,32636.85
pwgsc-tpsgc,2018-2019,14643.07,14898.21
pwgsc-tpsgc,2019-2020,33524.88,33146.97
pwgsc-tpsgc,2020-2021,40940.57,39080.61
pwgsc-tpsgc,2021-2022,67700.92,63071.34
ssc-spc,2018-2019,13133.00,13353.56
ssc-spc,2019-2020,49497.11,49014.61
ssc-spc,2020-2021,4098.89,3862.78
tc,2017-2018,93264.57,95951.23
tc,2018-2019,203858.62,207459.53
tc,2019-2020,164542.93,163346.84
tc,2020-2021,386197.77,368314.99
tc,2021-2022,327599.68,305640.74
