d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,4536371.26,4654645.42
1_facilities_and_construction,2018-2019,2662567.76,2705208.09
1_facilities_and_construction,2019-2020,2621102.70,2604291.47
1_facilities_and_construction,2020-2021,143606.93,135711.85
1_facilities_and_construction,2021-2022,845401.45,788855.03
2_professional_services,2019-2020,3077211.08,3047376.52
