d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,21465.84,22089.40
1_facilities_and_construction,2020-2021,1732739.36,1653842.08
1_facilities_and_construction,2021-2022,70669.83,64195.95
1_facilities_and_construction,2022-2023,288720.45,259273.84
2_professional_services,2018-2019,27961.92,28223.13
2_professional_services,2020-2021,1693901.99,1617446.41
2_professional_services,2021-2022,38274.74,35571.45
2_professional_services,2022-2023,898714.70,800759.23
6_industrial_products_and_services,2020-2021,160893.14,152744.30
6_industrial_products_and_services,2021-2022,30129.69,27831.05
6_industrial_products_and_services,2022-2023,21057.18,18976.54
