d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1042124.31,1072540.45
1_facilities_and_construction,2018-2019,2243938.40,2285357.54
1_facilities_and_construction,2019-2020,2204194.99,2186028.56
1_facilities_and_construction,2020-2021,2083515.73,1983351.96
1_facilities_and_construction,2021-2022,962092.30,892667.73
1_facilities_and_construction,2022-2023,289078.79,258157.94
2_professional_services,2017-2018,1635650.72,1684262.84
2_professional_services,2018-2019,2792099.45,2837756.03
2_professional_services,2019-2020,1215819.80,1200683.16
2_professional_services,2020-2021,884808.76,840496.28
2_professional_services,2021-2022,4395106.78,4083295.55
2_professional_services,2022-2023,2518956.61,2252075.34
6_industrial_products_and_services,2017-2018,89958.17,92611.20
6_industrial_products_and_services,2018-2019,160663.34,162884.80
6_industrial_products_and_services,2019-2020,44729.80,44444.23
