d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1042124.3088818897
1_facilities_and_construction,2018-2019,2243938.401371005
1_facilities_and_construction,2019-2020,2204194.985559827
1_facilities_and_construction,2020-2021,2083515.7330376715
2_professional_services,2017-2018,1635650.7219011816
2_professional_services,2018-2019,2792099.449281329
2_professional_services,2019-2020,1215819.8003785985
2_professional_services,2020-2021,887859.4463093487
6_industrial_products_and_services,2017-2018,89958.17000000001
6_industrial_products_and_services,2018-2019,160663.34
6_industrial_products_and_services,2019-2020,44729.8
