d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,22529.314696180558
1_facilities_and_construction,2019-2020,339390.14725659013
1_facilities_and_construction,2020-2021,640642.5954847749
10_office_management,2017-2018,153685.93
10_office_management,2018-2019,324766.63
10_office_management,2019-2020,271313.63
10_office_management,2020-2021,79296.92
11_defence,2017-2018,790264.3083143684
11_defence,2018-2019,1515414.8760740282
11_defence,2019-2020,1378924.9917292506
11_defence,2020-2021,733761.2038823529
2_professional_services,2017-2018,6396506.67570494
2_professional_services,2018-2019,15795882.96579193
2_professional_services,2019-2020,8342402.969990875
2_professional_services,2020-2021,4383383.984520186
3_information_technology,2017-2018,3855201.7285845564
3_information_technology,2018-2019,3195048.358485972
3_information_technology,2019-2020,4564483.922050667
3_information_technology,2020-2021,4684064.210638576
6_industrial_products_and_services,2017-2018,107426.7
6_industrial_products_and_services,2018-2019,76420.26
6_industrial_products_and_services,2019-2020,159327.24372781065
6_industrial_products_and_services,2020-2021,62699.816272189346
9_human_capital,2019-2020,35643.6756284153
9_human_capital,2020-2021,141885.6043715847
