d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,6391922.41,6583142.08
it_consulting_services,2018-2019,11114909.34,11326950.63
it_consulting_services,2019-2020,8379150.40,8332020.15
it_consulting_services,2020-2021,4218043.35,4019901.79
it_consulting_services,2021-2022,659773.45,608457.06
it_consulting_services,2022-2023,370917.38,333293.05
it_devices_equipment,2017-2018,696308.07,716201.88
it_devices_equipment,2018-2019,426901.89,433113.35
it_devices_equipment,2019-2020,696133.44,691176.26
it_devices_equipment,2020-2021,411620.07,390641.87
it_devices_equipment,2021-2022,369608.15,334809.16
it_devices_equipment,2022-2023,399902.20,356532.50
it_other,2017-2018,2791833.96,2873550.53
it_other,2018-2019,2150266.22,2178899.78
it_other,2019-2020,3026514.97,2981410.32
it_other,2020-2021,3558591.12,3372036.92
it_other,2021-2022,2491764.38,2277267.87
it_other,2022-2023,5956915.75,5307885.53
it_software_licensing,2017-2018,213291.30,219541.46
it_software_licensing,2018-2019,514814.52,524587.29
it_software_licensing,2019-2020,731634.93,723602.37
it_software_licensing,2020-2021,713853.02,675226.02
it_software_licensing,2021-2022,384744.28,356615.54
it_software_licensing,2022-2023,224099.72,200269.20
