d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1608036.30,1659385.20
2018-2019,2562861.71,2603334.46
2019-2020,893805.55,880311.49
2020-2021,197977.68,189723.18
2021-2022,776741.00,703247.38
2022-2023,4157582.66,3707407.67
