d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,27072.88,27909.73
1_facilities_and_construction,2018-2019,25594.80,26096.71
1_facilities_and_construction,2019-2020,22676.18,22495.29
1_facilities_and_construction,2020-2021,22699.41,21616.63
1_facilities_and_construction,2021-2022,22871.20,21263.94
1_facilities_and_construction,2022-2023,220187.13,195090.12
10_office_management,2017-2018,1103920.56,1136876.18
10_office_management,2018-2019,887497.19,903413.72
10_office_management,2019-2020,563205.03,560176.84
10_office_management,2020-2021,428232.37,407659.15
10_office_management,2021-2022,1442806.24,1340618.41
10_office_management,2022-2023,1979316.53,1769511.18
2_professional_services,2017-2018,4157040.05,4284782.94
2_professional_services,2018-2019,4097479.96,4175038.38
2_professional_services,2019-2020,3246731.97,3221062.64
2_professional_services,2020-2021,28088729.98,26748152.14
2_professional_services,2021-2022,12348065.77,11483672.98
2_professional_services,2022-2023,4127825.03,3688671.69
3_information_technology,2017-2018,5625495.02,5796502.75
3_information_technology,2018-2019,4835246.49,4913484.41
3_information_technology,2019-2020,3333341.62,3306047.74
3_information_technology,2020-2021,4134585.73,3925952.47
3_information_technology,2021-2022,2713777.65,2511140.74
3_information_technology,2022-2023,4695886.62,4186888.16
4_medical,2018-2019,10473.47,10674.17
4_medical,2019-2020,10502.16,10418.39
5_transportation_and_logistics,2019-2020,39389.54,38616.51
5_transportation_and_logistics,2020-2021,39213.93,37009.97
5_transportation_and_logistics,2021-2022,11486.91,10878.05
5_transportation_and_logistics,2022-2023,6533.20,5781.53
6_industrial_products_and_services,2018-2019,23683.67,24137.52
7_travel,2017-2018,140014.00,144334.62
7_travel,2018-2019,40476.19,41031.32
7_travel,2019-2020,77176.40,76591.12
7_travel,2020-2021,110277.56,105337.50
7_travel,2021-2022,9759.68,9073.83
7_travel,2022-2023,9759.68,8733.01
8_security_and_protection,2022-2023,39550.00,35112.88
9_human_capital,2017-2018,519975.92,536046.52
9_human_capital,2018-2019,888549.29,904964.56
9_human_capital,2019-2020,1091145.28,1082165.54
9_human_capital,2020-2021,1767637.30,1684070.64
9_human_capital,2021-2022,1583600.23,1471792.78
9_human_capital,2022-2023,1508183.53,1348847.15
