d_fiscal_year,total,total_constant_2019_dollars
2017-2018,11549316.21,11843798.98
2018-2019,10804226.38,10962363.91
2019-2020,8346079.71,8276077.31
2020-2021,34519360.24,32805459.66
2021-2022,17593713.13,13573884.82
