d_vendor_name,overall_total
COSSETTE COMMUNICATIONS,23224615.979999997
"NATIONS TRANSLATIONS",2587440.7823939067
"NATIONS TRANSLATION GROUP",2558381.4877265072
"NATIONS TRANSLATION",2479528.777672811
THE MASHA KRUPP TRANSLATION GROUP,2223101.7423046003
CISTEL TECHNOLOGY,2091758.9050480523
SAS INSTITUTE,1823809.5966847236
NORTHERN MICRO,1487466.65
LOWE MARTIN COMPANY,1307172.391807229
MICROSOFT CANADA,991938.1109015218
CDW CANADA,966453.1957260275
FEAST INTERACTIVE,960483.05
GRAYBRIDGE INTERNATIONAL CONSULTING,828538.8200000002
COMPUPHILE SYSTEMS,825191.2592153285
HYPERTEC,775443.9500000001
EXCEL HUMAN RESOURCES,629913.3132846715
NISHA TECHONOLOGIES,597308.1499999999
KONICA MINOLTA BUSINESS SOLUTIONS,549267.0867136124
TELFER EXECUTIVE PROGRAMS,536750
BLOOMBERG FINANCE L P,521885.9339313569
4 OFFICE AUTOMATION,513350.3052428811
ENVIRONICS RESEARCH GROUP,507643.45999999996
MICHAEL WAGER CONSULTING,491872.26037564495
THOMSON REUTERS,476900.6328094645
PRINTERS PLUS,446452.20954907156
SI SYSTEMS,430006.81
QUORUS CONSULTING GROUP,427655.99542056076
MCCANN WORLDGROUP CANADA,416782.42000000004
LEARN2LANG AND KNOWLEDGE CIRCLE IN JOINT VENTURE,382314.98661567876
SOLOTECH,369165.89785149123
ANDREW KALOTAY ASSOCIATES,363777.3042291491
HAVER ANALYTICS,359076.6561040146
BESC OTTAWA,348904.76772616134
SYSTEMSCOPE,346797
PRICEWATERHOUSE COOPERS,333881.5842857143
BOYDEN OTTAWA,333576
EBSCO CANADA,326515.64155531215
MAXSYS STAFFING CONSULTING,325050.02137254906
MAPLESOFT CONSULTING,322954
3261620 CANADA KNOWLEDGE CIRCLE IN JOINT VENTURE,312300
PRECISION ERP,301109.48585526313
3261620 CANADA AND KNOWLEDGE CIRCLE IN JOINT VENTURE,293643.34801762115
MEDIA Q,292084.87671232875
EKOS RESEARCH ASSOCIATES,271402.1559633027
ORANGUTECH,268973.1160060539
THE CANADIAN PRESS,268026.95999999996
ADVANCED BUSINESS INTERIORS,254482.96
THOMSON REUTERS CANADA,247835.6772862517
LEO PISCES SERVICES GROUP,237923.52301790283
ROGERS,234553.07710972056
CONFERENCE BOARD OF CANADA,228890
STROMA SERVICE CONSULTING,194300.7941772152
TELUS CANADA,189697.36
CORPORATE RESEARCH ASSOCIATES,175594.66
IQVIA SOLUTIONS CANADA,171308
A NET SOLUTIONS,151458.41999999998
DELOITTE AND TOUCHE,148399
LISA CORMIER ASSOCIATES,146158.4221338912
NIMBLE STRATEGIES,140561.83
ALTIS HUMAN RESOURCES,139613.59299578058
ARTEMP PERSONNEL SERVICES,122885.9829870859
THE FINANCIAL TIMES,115504.1498630137
TELFER SCHOOL OF MANAGEMENT,111870
POLLARA,111736.59463768115
CSDC SYSTEMS,111025.42971905356
DLS TECHNOLOGY,105146.53
TALENTCOR,104028.59
CHARLES RIVER ASSOCIATES,102434.5
GILMORE REPRODUCTIONS,98091.91
A NET SOLTUIONS,97999.48452830188
LEGER MARKETING,97853.3
URBAN WORKPLACE,96081.27
VERITAAQ TECHNOLOGY HOUSE,93287.15000000001
QMR,92377.5
CANADA COUNCIL FOR THE ARTS,89903.06328767123
DIANE BROUSSEAU ASSOCIATES,89557.02
DGEN NETWORK,89511.63
AVEPOINT CANADA,89138.91690410959
IHS GLOBAL CANADA,87974.31
REFINITIV CANADA HOLDINGS,85513.02
FINTECH GROWTH SYNDICATE,84750
EARNSCLIFFE STRATEGY GROUP,82422.54
OPROMA,77328.16
MELTWATER NEWS CANADA,76237.07534246576
GEOLITHUM,73845.5
"NATTIQ",73512.16
CUBIC HEALTH,73337
DELL COMPUTER,72750.19
IHS AUTOMOTIVE,72654.13016438356
THE GLOBE AND MAIL,71222.26536986302
RAYMOND CHABOT GRANT THORNTON,69884.49391791044
IHS GLOBAL,67199.70774572543
KPMG,65070.99514563107
SAMSON ASSOCIES,64240.50000000001
PHOENIX STRATEGIC PERSPECTIVES,64186.01378378378
JAMESWDH S E N S,62150
TAXANALYSTS,61757.48542325531
NEWBOOK PRODUCTIONS,61487.75
"NARRATIVE RESEARCH",59375.850000000006
KABOOM COMMUNICATION DESIGN,57630
