d_vendor_name,overall_total
COSSETTE COMMUNICATIONS,34298615.98
"NATIONS TRANSLATION GROUP",3843739.78
CISTEL TECHNOLOGY,2242692.27
GILMORE REPRODUCTIONS,2241166.86
THE MASHA KRUPP TRANSLATION GROUP,2223101.74
SAS INSTITUTE,2217917.47
MICROSOFT CANADA,2096431.72
ORANGUTECH,1511824.70
NORTHERN MICRO,1487466.65
LOWE MARTIN COMPANY,1307172.39
CDW CANADA,1189636.49
EXCEL HUMAN RESOURCES,1108819.35
4 OFFICE AUTOMATION,1018896.93
FEAST INTERACTIVE,960483.05
ENVIRONICS RESEARCH GROUP,857806.27
GRAYBRIDGE INTERNATIONAL CONSULTING,828538.82
BLOOMBERG FINANCE L P,818511.73
HYPERTEC,789851.45
THOMSON REUTERS,748914.15
LIONBRIDGE,665397.94
NISHA TECHONOLOGIES,597308.15
KONICA MINOLTA BUSINESS SOLUTIONS,549267.09
ADVANCED CHIPPEWA TECHNOLOGIES,540300.15
MICHAEL WAGER CONSULTING,533639.15
EBSCO CANADA,501996.64
PRICEWATERHOUSE COOPERS,486436.75
QUORUS CONSULTING GROUP,477105.95
DELL COMPUTER,471995.46
PRINTERS PLUS,461401.77
SOLOTECH,453666.33
DELOITTE,445867.09
SI SYSTEMS,430006.81
MEDIA Q,425034.79
EKOS RESEARCH ASSOCIATES,420360.00
PRECISIONIT,365602.78
ROGERS,354894.39
SYSTEMSCOPE,346797.00
CONFERENCE BOARD OF CANADA,346760.00
MAXSYS STAFFING AND CONSULTING,325050.02
MAPLESOFT CONSULTING,322954.00
ADVANCED BUSINESS INTERIORS,298793.09
A NET SOLUTIONS,248112.63
LEO PISCES SERVICES GROUP,237923.52
LEGER MARKETING,215948.95
RAYMOND CHABOT GRANT THORNTON,204954.81
NITAM SOLUTIONS,202549.11
TELUS CANADA,189697.36
DLS TECHNOLOGY,172381.53
IQVIA,171308.00
PURESPIRIT SOLUTIONS,170180.32
TRM TECHNOLOGIES,169760.18
GARTNER,165709.19
ARTEMP PERSONNEL SERVICES,163222.47
AVI SPL,160870.08
QMR,144357.50
CSDC SYSTEMS,144099.46
MELTWATER,143792.50
ALTIS HUMAN RESOURCES,139613.59
CBCI TELECOM,119725.08
INFO TECH RESEARCH GROUP,112175.10
GLOBE AND MAIL,109303.05
KPMG,104621.00
"NATTIQ",101762.16
S P GLOBAL MARKET INTELLIGENCE,101128.41
PORTAGE PERSONNEL,100570.00
TANKATEK 6854265 CANADA,96536.45
SAMSON ASSOCIES,96445.50
VERITAAQ TECHNOLOGY HOUSE,93287.15
BANFIELD SEGUIN,92920.98
CALIAN,85930.65
ASOKAN BUSINESS INTERIORS,82389.82
OPROMA,77328.16
FACTIVA,72449.45
QUINTET CONSULTING,69975.25
CISION CANADA,64374.99
PHOENIX STRATEGIC PERSPECTIVES,64186.01
TOYOTA,57234.04
NOVIPRO,54829.86
NIELSEN,54376.15
ADGA GROUP,48078.68
LANGUAGE RESEARCH DEVELOPMENT GROUP,40000.00
FORD MOTOR COMPANY,39389.54
MARKIT GROUP,38621.78
MCCARTHY TETRAULT,36442.50
ERNST YOUNG,33888.70
THE MATHWORKS,32720.29
MARKIDO,31250.70
TURTLE ISLAND STAFFING,30258.47
PROQUEST,29730.45
WOLTERS KLUWER,29608.96
FAST FORWARD FRENCH,28600.00
GRANICUS CANADA HOLDINGS,28026.46
VIDCRUITER,26548.03
ALGONQUIN COLLEGE,26362.90
UNIVERSITY OF CALGARY,24999.80
DONNA CONA,24690.50
RHEA,24069.00
ONX ENTERPRISE SOLUTIONS,23984.25
CANADIAN CORPS OF COMMISSIONAIRES,21625.49
AON REED STENHOUSE,20000.00
UNIVERSITY OF WATERLOO,20000.00
NOVA NETWORKS,18550.22
STONEWORKS TECHNOLOGIES,18456.06
UNIVERSITY OF OTTAWA,16950.00
BDO CANADA,16017.75
IBM CANADA,15340.70
PHASELOCK SYSTEMS INTERNATIONAL,15026.18
THOMAS SCHMIDT,14280.21
CARAHSOFT TECHNOLOGY,13892.39
IBISKA TELECOM,13690.02
SHI CANADA,13407.11
KNOWLEDGE CIRCLE LEARNING SERVICES,12758.20
HILL KNOWLTON CANADA,12147.50
DYNAMIC PERSONNEL CONSULTANTS,11623.63
ADOBE,11389.32
TOTEM OFFISOURCE,11226.55
LANNICK CONTRACT SOLUTIONS,9642.69
DATA CENTRE INTELLIGENCE,67.99
