d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,6343085.78,6536248.05
it_consulting_services,2018-2019,5616658.23,5728963.03
it_consulting_services,2019-2020,2116074.70,2093649.59
it_consulting_services,2020-2021,4075762.67,3879672.82
it_consulting_services,2021-2022,5293217.08,4915137.81
it_consulting_services,2022-2023,4477745.01,4002063.86
it_devices_equipment,2017-2018,1562610.80,1608943.58
it_devices_equipment,2018-2019,1352443.88,1383242.40
it_devices_equipment,2019-2020,1277898.29,1258550.00
it_devices_equipment,2020-2021,4086528.47,3867666.38
it_devices_equipment,2021-2022,1905256.40,1742523.11
it_devices_equipment,2022-2023,632375.00,564198.26
it_other,2017-2018,1986727.42,2046390.04
it_other,2018-2019,725703.74,739776.74
it_other,2019-2020,1206998.71,1194450.25
it_other,2020-2021,777216.99,737653.09
it_other,2021-2022,1289718.31,1193539.47
it_other,2022-2023,1905545.11,1704138.06
it_software_licensing,2017-2018,1618246.03,1668169.86
it_software_licensing,2018-2019,1892388.95,1928148.32
it_software_licensing,2019-2020,1432044.44,1418441.32
it_software_licensing,2020-2021,1501565.09,1428338.23
it_software_licensing,2021-2022,2168890.31,2010596.91
it_software_licensing,2022-2023,2228422.15,1989536.96
