d_vendor_name,overall_total
PR3 MEDIAS,8600010.356641222
COFOMO,4317085.647935749
GROUPE PHANEUF,4213347.3282442745
CANADIAN CORPS OF COMMISSIONAIRES,3323350.7154966886
COSSETTE COMMUNICATIONS,2272180.63
BELL CANADA,2167512.3520049504
BDO CANADA,2048621.8277968857
NISHA TECHONOLOGIES,1968617.3900000001
MAPLESOFT CONSULTING,1771621.841832815
RAYMOND CHABOT GRANT THORNTON,1504749.3415500824
CACHE COMPUTER CONSULTING,1397953.4510036113
MICROSOFT CANADA,1325437.2010502936
IBISKA TELECOM,1317493.2858615564
EXCEL HUMAN RESOURCES,1064731.4601564722
GARTNER,1029084.7251443353
SOLOTECH,937678.04
CALIAN,910502.02
SAP,612151.8396988364
ADVANCED CHIPPEWA TECHNOLOGIES,577394.8127882599
EBSCO CANADA,512883.61040522665
GENESIS INTEGRATION,499659.68761472317
TOSHIBA CLIENT SOLUTIONS CANADA,484618.48
COLLIERS PROJECT LEADERS,463091.12679671455
DELL COMPUTER,415265.73000000004
SUPER CHANNEL INTERNATIONAL,407365
SIEMENS,398996.21930070565
"NAUT MAWT TRIBAL COUNCIL",386925
ERNST YOUNG,370570.9138297872
GOSS GILROY,366489.43034700316
BGIS,349102.01
DELOITTE AND TOUCHE,320804.68000000005
WORKDYNAMICS TECHNOLOGIES,309972.54308960825
LOWE MARTIN COMPANY,274581.6331946938
MOMENTUM DECISIVE SOLUTIONS CANADA,271095.3488372093
PRA,265247.06
ADVANCED BUSINESS INTERIORS,262539.68
CEDROM SNI,261550.30184523808
ENVIRONICS RESEARCH GROUP,256129.755
ROGERS,228200.11
DYMECH ENGINEERING,226990.23304
ALTIS HUMAN RESOURCES,226440.44945137127
MISHKUMI TECHNOLOGIES,224088.05
SOFTCHOICE,223914.62723388468
PRICEWATERHOUSE COOPERS,218561.91673003804
MNP,212834.81999999998
CARAHSOFT TECHNOLOGY,208777.22999999998
TEKNION,192104.55
FORD MOTOR COMPANY,179177.5
SI SYSTEMS,174025.63080407702
R E GILMORE INVESTMENTS,169146.13999999998
POSTMEDIA NETWORK,162909.25
CNW GROUP,161467.56
LANGUAGE RESEARCH DEVELOPMENT,160632.30137435807
HYPERTEC,151476.58000000002
AON REED STENHOUSE,150226.17937945024
ESRI,149678.5394429895
SAMSON ASSOCIES,148942.93
SIERRA SYSTEMS GROUP,141956.25
ST JOSEPH PRINT GROUP,130679.45999999999
HAWORTH,130678.45000000001
PROQUEST,129369.30219178084
SYSTEMATIX SOLUTIONS,127114.26999999999
TIREE,125809.68
QMR,123475.34999999999
INTERACTIVE AUDIO VISUAL,116737.63
AINSWORTH,112995.48
DYNAMIC PERSONNEL CONSULTANTS,101670.72617021276
GENERAL MOTORS,99134.54000000001
IPSOS PARTNERSHIP,93205.05071698113
AVI SPL CANADA,89045.31999999999
OPENTEXT,86881.5
ASOKAN BUSINESS INTERIORS,83500.97
ARI FINANCIAL SERVICES,78105.9030748663
NOVA NETWORKS,77820.88
HEWLETT PACKARD,77511.86
CSDC SYSTEMS,75308.96769938651
S P GLOBAL MARKET INTELLIGENCE,75070.08
UNIVERSITY OF REGINA,66149.16
LIONBRIDGE,65546.75
TOYOTA CANADA,64805.36000000001
PROCOM CONSULTANTS,63963.83866481225
MAXSYS STAFFING AND CONSULTING,63412.34
PURESPIRIT SOLUTIONS,55811.63999999999
SYSTEMSCOPE,55776.799999999996
PHASELOCK SYSTEMS INTERNATIONAL,55590.76
SUNCOR ENERGY,53387.83497142857
MEDIA Q,52841.25
EKOS RESEARCH ASSOCIATES,52760.981133932546
UBIQUS CANADA,50721.840000000004
ECOLE DE LANGUES ABCE,50319.25
NITAM SOLUTIONS,49582.14
JIM PATTISON INDUSTRIES,48121.79625
WESTBURY NATIONAL SHOW SYSTEMS,48050.99
SUBARU CANADA,46704.46
CDW CANADA,46340.68000000001
"NATIONAL ARTS CENTRE",45200
TELUS CANADA,41098.83
A HUNDRED ANSWERS,38952.98630136986
MESSA COMPUTING,38869.74
TOTEM OFFISOURCE,38388.729999999996
SAS INSTITUTE,38220.340000000004
ITEX,35739.1
TELECOM COMPUTER SERVICES,33067.57
UNIVERSITY OF OTTAWA,32040.877192982454
INLAND AUDIO VISUAL,31158.930000000004
EBERHARD VON HUENE ASSOCIATES,30626.38
TOROMONT,27599.01
MORNEAU SHEPELL,27283.85
GATESTONE,27087.59929435484
AGILENT,26342.95773955774
IPSS,24973.11
MANIFEST COMMUNICATIONS,24718.75
TEKSYSTEMS CANADA,24532.3
INFO TECH RESEARCH GROUP,24441.48148148148
THE VCAN GROUP,24408
ARTEMP PERSONNEL SERVICES,23262.19
"NATIONS TRANSLATION GROUP",23100.620853080567
SIMEX DEFENCE,22929.88
STANTEC,22261
ANIXTER CANADA,16663.480000000003
GRAYBRIDGE INTERNATIONAL CONSULTING,14678.98
"NATTIQ",12798.343242467718
UNITED RENTALS OF CANADA,12654
PRINTERS PLUS,11743.2
IFATHOM,11639
PLEIAD CANADA,11359.529999999999
IRON MOUNTAIN,10347.76
CARLETON UNIVERSITY,8461.897343532684
XEROX,7114.563811215039
