d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,642579.43,662174.57
1_facilities_and_construction,2018-2019,462931.54,471590.62
1_facilities_and_construction,2019-2020,446870.06,442077.92
1_facilities_and_construction,2020-2021,554666.18,526705.52
1_facilities_and_construction,2021-2022,436023.39,405462.69
1_facilities_and_construction,2022-2023,1103392.32,991496.67
10_office_management,2017-2018,2851675.86,2938589.07
10_office_management,2018-2019,1494571.93,1522100.20
10_office_management,2019-2020,1771749.13,1751949.89
10_office_management,2020-2021,803473.11,763397.46
10_office_management,2021-2022,789016.81,725784.31
10_office_management,2022-2023,1711823.33,1534632.12
2_professional_services,2017-2018,17182787.09,17719218.73
2_professional_services,2018-2019,10633351.99,10828690.90
2_professional_services,2019-2020,11164097.45,11044653.34
2_professional_services,2020-2021,13967988.78,13276272.30
2_professional_services,2021-2022,16466532.08,15253546.13
2_professional_services,2022-2023,12524411.69,11200022.35
3_information_technology,2017-2018,11510670.03,11859751.53
3_information_technology,2018-2019,9587194.80,9780130.50
3_information_technology,2019-2020,6033016.14,5965091.16
3_information_technology,2020-2021,10441073.22,9913330.52
3_information_technology,2021-2022,10657082.10,9861797.30
3_information_technology,2022-2023,9244087.26,8259937.14
5_transportation_and_logistics,2017-2018,361454.42,372580.31
5_transportation_and_logistics,2018-2019,165960.94,168758.31
5_transportation_and_logistics,2019-2020,259088.60,256649.71
5_transportation_and_logistics,2020-2021,240250.62,228163.17
5_transportation_and_logistics,2021-2022,169315.25,154711.76
5_transportation_and_logistics,2022-2023,376199.09,335209.54
6_industrial_products_and_services,2017-2018,3356093.98,3457694.60
6_industrial_products_and_services,2018-2019,2666410.81,2710330.77
6_industrial_products_and_services,2019-2020,2406033.68,2384303.27
6_industrial_products_and_services,2020-2021,2440061.02,2318241.21
6_industrial_products_and_services,2021-2022,2373345.52,2199905.02
6_industrial_products_and_services,2022-2023,1060376.76,948508.49
7_travel,2017-2018,511580.20,528068.40
7_travel,2018-2019,143987.82,145810.73
7_travel,2019-2020,17501.92,17102.44
7_travel,2020-2021,336766.89,321621.63
7_travel,2021-2022,102437.66,96715.39
7_travel,2022-2023,66.81,59.13
8_security_and_protection,2017-2018,1748723.21,1801507.44
8_security_and_protection,2018-2019,943635.13,961214.73
8_security_and_protection,2019-2020,880150.31,874521.10
8_security_and_protection,2020-2021,390477.24,370625.78
8_security_and_protection,2021-2022,518899.22,475686.15
8_security_and_protection,2022-2023,1168817.13,1047108.03
9_human_capital,2017-2018,544478.04,561157.00
9_human_capital,2018-2019,496822.83,506239.36
9_human_capital,2019-2020,687576.81,681354.93
9_human_capital,2020-2021,687055.40,653863.42
9_human_capital,2021-2022,636239.96,589873.34
9_human_capital,2022-2023,998835.26,889507.82
