d_vendor_name,overall_total
PR3 MEDIAS,15668982.34
COFOMO,9068336.60
NORTHERN MICRO,6222272.14
CANADIAN CORPS OF COMMISSIONAIRES,4456357.02
DRAPEAUX ET BANNIERES L ETENDARD,4276658.72
MATANE PRODUCTION,3535734.47
MICROSOFT CANADA,3293352.65
BELL CANADA,2927285.12
ORBIS RISK CONSULTING,2559707.64
RAYMOND CHABOT GRANT THORNTON,2506191.81
NISHA TECHONOLOGIES,2305336.22
COSSETTE COMMUNICATIONS,2272180.63
LINOVATI,2139328.88
BDO CANADA,2070039.88
KONICA MINOLTA BUSINESS SOLUTIONS,1859841.88
MAPLESOFT CONSULTING,1771621.84
CACHE COMPUTER CONSULTING,1570830.58
IBISKA TELECOM,1500394.04
SAMSON ASSOCIES,1480502.48
SI SYSTEMS,1435818.55
GARTNER,1275863.23
SOLOTECH,1260094.95
EBSCO CANADA,1189315.82
EXCEL HUMAN RESOURCES,1064731.46
CALIAN,910502.02
COLLIERS PROJECT LEADERS,813688.84
ADVANCED CHIPPEWA TECHNOLOGIES,791320.90
SIERRA SYSTEMS GROUP,719533.18
GOSS GILROY,696456.63
FERENCE COMPANY CONSULTING,681436.25
SAP,657442.24
CHUBB EDWARDS,652328.96
SIEMENS,576183.81
PRA,561046.26
GENESIS INTEGRATION,545492.19
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,518619.31
ERNST YOUNG,509489.27
TOSHIBA CANADA,484618.48
CISION CANADA,451276.90
SYSTEMSCOPE,422489.56
DELL COMPUTER,415265.73
SUPER CHANNEL INTERNATIONAL,407365.00
"NAUT MAWT TRIBAL COUNCIL",386925.00
DONALD SERVANT ELECTRIC,380299.15
WORKDYNAMICS TECHNOLOGIES,371464.51
COMPOSITION STE FOY,362681.46
DELOITTE,360767.13
MESSA COMPUTING,354347.48
NIELSEN,353145.83
JOHNSON CONTROLS,351734.31
ENVIRONICS RESEARCH GROUP,351550.94
SIMPLEX GRINNELL,350811.96
"NATIONS TRANSLATION GROUP",341960.11
CARAHSOFT TECHNOLOGY,333891.61
INTERACTIVE AUDIO VISUAL,302429.11
ALTIS HUMAN RESOURCES,298992.26
HYPERTEC,290176.69
INSIGHT SOFTWARE CANADA,282855.95
PROQUEST,282823.85
LANGUAGE MARKETPLACE,281313.20
ROGERS,280745.11
LOWE MARTIN COMPANY,274581.63
ADVANCED BUSINESS INTERIORS,273250.75
MOMENTUM SOLUTIONS,271095.35
SOFTCHOICE,269617.69
TEKNION,263495.46
MNP,251787.81
EMTEC,245170.31
QUORUS CONSULTING GROUP,244808.96
LANGUAGE RESEARCH DEVELOPMENT GROUP,241292.59
DYMECH ENGINEERING,226990.23
POSTMEDIA NETWORK,226188.12
MISHKUMI TECHNOLOGIES,224088.05
PRICEWATERHOUSE COOPERS,218561.92
ESRI,210075.32
OTTAWA MOVING LOGISTICS 2013,209050.00
SCA SHIPPING CONSULTANTS ASSOCIATED,200534.80
QUADBRIDGE,199689.17
