d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,676496.3150895655
1_facilities_and_construction,2018-2019,472933.4234827563
1_facilities_and_construction,2019-2020,445527.7207649701
1_facilities_and_construction,2020-2021,557771.7486123296
10_office_management,2017-2018,2871461.373258327
10_office_management,2018-2019,1514357.4455506124
10_office_management,2019-2020,1791588.8555227192
10_office_management,2020-2021,823258.6243002915
2_professional_services,2017-2018,17705940.173810173
2_professional_services,2018-2019,10782754.229276083
2_professional_services,2019-2020,11737566.137785058
2_professional_services,2020-2021,14958910.132318467
3_information_technology,2017-2018,10742698.101371305
3_information_technology,2018-2019,9328120.05913465
3_information_technology,2019-2020,5205632.59085327
3_information_technology,2020-2021,8902834.933782127
5_transportation_and_logistics,2017-2018,361454.42171348317
5_transportation_and_logistics,2018-2019,165960.9373109071
5_transportation_and_logistics,2019-2020,259088.59919403272
5_transportation_and_logistics,2020-2021,240250.6198278719
6_industrial_products_and_services,2017-2018,3389372.4793223497
6_industrial_products_and_services,2018-2019,3162912.612314118
6_industrial_products_and_services,2019-2020,3622758.5868293904
6_industrial_products_and_services,2020-2021,3759404.70875542
7_travel,2017-2018,511580.1988372093
7_travel,2018-2019,143987.82
7_travel,2019-2020,17501.920000000002
7_travel,2020-2021,336766.88745496736
8_security_and_protection,2017-2018,1748723.2119048538
8_security_and_protection,2018-2019,943635.126120377
8_security_and_protection,2019-2020,880150.3135195066
8_security_and_protection,2020-2021,390477.240924601
9_human_capital,2017-2018,700427.438029222
9_human_capital,2018-2019,535605.352514261
9_human_capital,2019-2020,746856.87127792
9_human_capital,2020-2021,1020698.5104055943
