d_most_recent_category,total,percentage
3_information_technology,12210269.89,0.6366
11_defence,6768540.82,0.3529
10_office_management,138961.72,0.0072
1_facilities_and_construction,23913.63,0.0012
6_industrial_products_and_services,20362.60,0.0011
2_professional_services,18772.13,0.001
