d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,1734514.29,1776620.03
11_defence,2018-2019,1481435.88,1502368.62
11_defence,2019-2020,3041439.14,2996043.81
11_defence,2020-2021,1497867.08,1428817.01
11_defence,2021-2022,365534.11,336356.28
3_information_technology,2017-2018,2173457.35,2227032.18
3_information_technology,2018-2019,2160036.49,2191620.00
3_information_technology,2019-2020,2185109.05,2160572.73
3_information_technology,2020-2021,3037405.16,2888282.40
3_information_technology,2021-2022,2654261.84,2459508.65
6_industrial_products_and_services,2018-2019,20362.60,20562.95
