d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2059493.7551301837
1_facilities_and_construction,2018-2019,2359360.688566057
1_facilities_and_construction,2019-2020,1862173.3651150805
1_facilities_and_construction,2020-2021,1125571.8910707366
10_office_management,2019-2020,145052.172654321
10_office_management,2020-2021,31627.917345679016
2_professional_services,2019-2020,54560.4568115942
2_professional_services,2020-2021,8889.063188405797
6_industrial_products_and_services,2017-2018,280029.6148961938
6_industrial_products_and_services,2018-2019,479862.9551038062
6_industrial_products_and_services,2019-2020,71255.28654592496
6_industrial_products_and_services,2020-2021,74309.08454075031
