d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2059493.76,2121726.90
1_facilities_and_construction,2018-2019,2359360.69,2403025.92
1_facilities_and_construction,2019-2020,1819669.63,1798139.34
1_facilities_and_construction,2020-2021,1706829.24,1626162.50
1_facilities_and_construction,2021-2022,904863.38,849000.53
10_office_management,2019-2020,145052.17,143275.93
10_office_management,2020-2021,31627.92,29806.00
2_professional_services,2019-2020,54560.46,54104.73
2_professional_services,2020-2021,8889.06,8377.01
6_industrial_products_and_services,2017-2018,280029.61,288163.11
6_industrial_products_and_services,2018-2019,479862.96,488634.36
6_industrial_products_and_services,2019-2020,71255.29,70645.47
6_industrial_products_and_services,2020-2021,74309.08,70844.38
6_industrial_products_and_services,2021-2022,11808.02,11250.78
