d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2020-2021,2932.54,2771.87
0_other,2021-2022,15209.42,13781.37
1_facilities_and_construction,2019-2020,10628.08,10613.84
11_defence,2017-2018,210899.77,215513.99
11_defence,2018-2019,700385.79,709402.07
11_defence,2019-2020,1146229.93,1143043.98
11_defence,2020-2021,441355.89,428407.31
11_defence,2021-2022,590954.20,429504.44
2_professional_services,2017-2018,367647.30,380174.72
3_information_technology,2017-2018,916443.95,936057.50
3_information_technology,2018-2019,992186.66,1004997.92
3_information_technology,2019-2020,1263012.29,1261028.75
3_information_technology,2020-2021,1205225.46,1181689.53
3_information_technology,2021-2022,1298329.67,528555.95
6_industrial_products_and_services,2018-2019,25611.51,25859.36
6_industrial_products_and_services,2019-2020,78257.39,78008.55
