d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2017-2018,73242.61,74996.13
it_devices_equipment,2018-2019,11788.57,11904.88
it_devices_equipment,2019-2020,16636.70,16234.97
it_devices_equipment,2020-2021,55.62,52.88
it_devices_equipment,2021-2022,55.62,51.64
it_software_licensing,2017-2018,845439.89,866348.39
it_software_licensing,2018-2019,983217.06,995924.31
it_software_licensing,2019-2020,1246375.58,1229330.24
it_software_licensing,2020-2021,1208102.38,1148690.12
it_software_licensing,2021-2022,1313483.47,1204001.99
