d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,89030.70588235294
1_facilities_and_construction,2020-2021,7663.394117647059
2_professional_services,2017-2018,22365
2_professional_services,2018-2019,354593.69467085245
2_professional_services,2019-2020,1783753.1942835553
2_professional_services,2020-2021,1778879.551676223
3_information_technology,2017-2018,287535.5144544971
3_information_technology,2018-2019,300188.0576761018
3_information_technology,2019-2020,339188.4772885724
3_information_technology,2020-2021,391538.29407123796
