d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,89030.71,87299.40
1_facilities_and_construction,2020-2021,7663.39,7295.94
2_professional_services,2017-2018,22365.00,22954.62
2_professional_services,2018-2019,354593.69,358633.46
2_professional_services,2019-2020,1783753.19,1768700.15
2_professional_services,2020-2021,1778879.55,1691127.93
2_professional_services,2021-2022,473341.05,370277.96
3_information_technology,2017-2018,287535.51,294772.40
3_information_technology,2018-2019,300188.06,305079.47
3_information_technology,2019-2020,339188.48,336201.80
3_information_technology,2020-2021,391538.29,372610.78
3_information_technology,2021-2022,122294.30,115201.82
