owner_org,d_fiscal_year,total
dnd-mdn,2017-2018,401706.86
dnd-mdn,2018-2019,16787.16
dnd-mdn,2019-2020,1944525.13
dnd-mdn,2020-2021,442316.87
pwgsc-tpsgc,2017-2018,862870.78
pwgsc-tpsgc,2018-2019,830912.60
