d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,318649.857912194
1_facilities_and_construction,2018-2019,75060.01243263356
1_facilities_and_construction,2019-2020,27247.519655172415
1_facilities_and_construction,2020-2021,37151.58
10_office_management,2018-2019,384043.58
10_office_management,2020-2021,29225.089999999997
11_defence,2017-2018,206177.86174418606
11_defence,2018-2019,578902.190836459
11_defence,2019-2020,1886057.7543716452
11_defence,2020-2021,714934.5817977097
3_information_technology,2017-2018,396960.20519863017
3_information_technology,2018-2019,132099.41438951515
3_information_technology,2019-2020,217705.4545039275
3_information_technology,2020-2021,411186.8027024478
5_transportation_and_logistics,2017-2018,24498.07
5_transportation_and_logistics,2020-2021,28689.4
6_industrial_products_and_services,2017-2018,382428.13727272727
6_industrial_products_and_services,2018-2019,576233.2229705087
6_industrial_products_and_services,2019-2020,224020.37354054776
6_industrial_products_and_services,2020-2021,296651.5162162162
9_human_capital,2017-2018,24408
