d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,318649.86,325843.76
1_facilities_and_construction,2018-2019,75060.01,75936.76
1_facilities_and_construction,2019-2020,27247.52,27265.54
1_facilities_and_construction,2020-2021,37151.58,35116.10
1_facilities_and_construction,2021-2022,39551.70,8027.79
10_office_management,2018-2019,384043.58,389096.64
10_office_management,2020-2021,29225.09,27623.89
11_defence,2017-2018,206177.86,210950.09
11_defence,2018-2019,578902.19,587805.68
11_defence,2019-2020,1886057.75,1885590.80
11_defence,2020-2021,714934.58,696936.82
11_defence,2021-2022,377141.78,250682.15
3_information_technology,2017-2018,396960.21,404866.49
3_information_technology,2018-2019,132099.41,133486.32
3_information_technology,2019-2020,217705.45,217506.59
3_information_technology,2020-2021,411186.80,404027.95
3_information_technology,2021-2022,31479.27,25884.60
5_transportation_and_logistics,2017-2018,24498.07,24918.88
5_transportation_and_logistics,2020-2021,28689.40,27117.55
5_transportation_and_logistics,2021-2022,10788.44,0.00
6_industrial_products_and_services,2017-2018,382428.14,393072.02
6_industrial_products_and_services,2018-2019,576233.22,582731.65
6_industrial_products_and_services,2019-2020,224020.37,223722.31
6_industrial_products_and_services,2020-2021,296651.52,286937.92
6_industrial_products_and_services,2021-2022,313749.24,148359.61
8_security_and_protection,2021-2022,16032.44,0.00
9_human_capital,2017-2018,24408.00,25254.22
