owner_org,d_fiscal_year,total
aafc-aac,2017-2018,16726.93
aafc-aac,2018-2019,16726.93
aafc-aac,2019-2020,24210.67
aafc-aac,2020-2021,25484.47
aandc-aadnc,2020-2021,37683.13
cas-satj,2017-2018,47611.29
cas-satj,2018-2019,82145.29
cas-satj,2019-2020,59902.47
cas-satj,2020-2021,46801.18
cbsa-asfc,2018-2019,15565.00
cbsa-asfc,2020-2021,39522.17
cra-arc,2017-2018,3687.24
cra-arc,2018-2019,3687.24
cra-arc,2019-2020,3403.47
cra-arc,2020-2021,11061.26
csc-scc,2019-2020,4113.57
csc-scc,2020-2021,57300.13
dfatd-maecd,2020-2021,49438.37
dfo-mpo,2019-2020,17967.00
dfo-mpo,2020-2021,27249.08
dnd-mdn,2017-2018,116548.74
dnd-mdn,2018-2019,116548.74
dnd-mdn,2019-2020,49812.61
ec,2017-2018,25421.60
ec,2018-2019,188229.03
ec,2019-2020,295653.99
ec,2020-2021,321122.65
esdc-edsc,2017-2018,1761955.10
esdc-edsc,2018-2019,1786426.69
esdc-edsc,2019-2020,2213220.58
esdc-edsc,2020-2021,2207173.53
feddevontario,2019-2020,10909.09
feddevontario,2020-2021,7090.91
hc-sc,2018-2019,25725.97
hc-sc,2019-2020,54475.62
hc-sc,2020-2021,108552.07
ic,2019-2020,5470.44
ic,2020-2021,54310.81
opc-cpvp,2019-2020,2371.13
opc-cpvp,2020-2021,37628.87
pbc-clcc,2020-2021,10169.50
pch,2017-2018,27906.27
pch,2018-2019,23027.16
pch,2019-2020,36643.23
pch,2020-2021,73055.64
phac-aspc,2017-2018,17971.29
phac-aspc,2018-2019,41583.67
phac-aspc,2019-2020,50069.03
phac-aspc,2020-2021,19511.83
ppsc-sppc,2020-2021,6429.30
pwgsc-tpsgc,2017-2018,203270.51
pwgsc-tpsgc,2018-2019,201716.30
pwgsc-tpsgc,2019-2020,546612.04
pwgsc-tpsgc,2020-2021,291169.06
rcmp-grc,2017-2018,736270.79
rcmp-grc,2018-2019,158691.62
rcmp-grc,2019-2020,936342.50
rcmp-grc,2020-2021,654481.55
ssc-spc,2017-2018,1852304.64
ssc-spc,2018-2019,2024269.81
ssc-spc,2019-2020,2030250.00
ssc-spc,2020-2021,2150380.92
vac-acc,2018-2019,5472.93
vac-acc,2019-2020,73704.58
vac-acc,2020-2021,58534.42
