d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,120660.4208463015
2_professional_services,2018-2019,228243.53435612473
2_professional_services,2019-2020,346789.4409340446
2_professional_services,2020-2021,328054.7252995469
3_information_technology,2017-2018,209741.79900440905
3_information_technology,2018-2019,135208.30190113853
3_information_technology,2019-2020,65170.28480624946
3_information_technology,2020-2021,99338.40555253376
9_human_capital,2017-2018,4479272.181226798
9_human_capital,2018-2019,4326364.5698175505
9_human_capital,2019-2020,6003172.294118295
9_human_capital,2020-2021,5866757.700481016
