owner_org,d_fiscal_year,total,total_constant_2019_dollars
cer-rec,2017-2018,150472.44,155085.58
cnsc-ccsn,2021-2022,13262.83,12410.84
csc-scc,2020-2021,10714.66,10257.66
csc-scc,2021-2022,10714.66,10022.27
dnd-mdn,2017-2018,200.02,205.54
dnd-mdn,2018-2019,83216.19,84551.12
dnd-mdn,2019-2020,13340.00,13196.52
ec,2020-2021,11500.73,10963.34
ec,2021-2022,28363.27,26541.25
hc-sc,2017-2018,20011.17,20621.08
hc-sc,2018-2019,20746.80,21097.65
hc-sc,2019-2020,18484.48,18302.04
hc-sc,2020-2021,23513.67,22410.00
hc-sc,2021-2022,25676.73,24021.84
lac-bac,2017-2018,18611.00,19123.87
nrc-cnrc,2017-2018,1202006.87,1238568.38
nrc-cnrc,2018-2019,1150365.27,1170679.20
nrc-cnrc,2019-2020,1020752.44,1011955.62
nrc-cnrc,2020-2021,603529.77,575469.79
nrc-cnrc,2021-2022,282934.65,260842.01
nrcan-rncan,2017-2018,35877.36,37000.89
nrcan-rncan,2018-2019,77884.72,79315.80
nrcan-rncan,2019-2020,9042.60,9020.76
nrcan-rncan,2020-2021,157618.38,150286.55
nrcan-rncan,2021-2022,142905.22,133082.61
pwgsc-tpsgc,2021-2022,2418.01,2201.24
